player,player_id,position,team_name,player_game_count,avg_time_to_throw,less_attempts,less_completion_percent,less_accuracy_percent,less_ypa,less_big_time_throws,less_btt_rate,less_turnover_worthy_plays,less_twp_rate,less_interceptions,less_touchdowns,less_avg_depth_of_target,less_avg_time_to_throw,less_def_gen_pressures,less_pressure_to_sack_rate,less_sack_percent,less_qb_rating,more_attempts,more_completion_percent,more_accuracy_percent,more_ypa,more_big_time_throws,more_btt_rate,more_turnover_worthy_plays,more_twp_rate,more_interceptions,more_touchdowns,more_avg_depth_of_target,more_avg_time_to_throw,more_def_gen_pressures,more_pressure_to_sack_rate,more_sack_percent,more_qb_rating
River Thompson,152021,QB,LOUCHR,1,2.55,15,53.3,60.0,5.0,0,0.0,2,11.8,2,0,4.9,1.81,1,100.0,6.3,27.8,8,50.0,57.1,6.8,1,11.1,0,0.0,0,0,14.0,3.54,4,25.0,8.3,71.9
Kobe Muasau,185530,QB,MORGAN ST,1,2.36,19,84.2,89.5,6.7,0,0.0,0,0.0,0,1,3.1,1.69,1,0.0,0.0,112.3,5,60.0,75.0,15.2,1,14.3,0,0.0,0,1,7.8,4.26,7,14.3,12.5,143.8
Gaston Moore,123756,QB,TENNESSEE,5,2.57,14,64.3,85.7,6.4,0,0.0,1,7.1,1,2,5.6,1.79,0,,0.0,92.0,13,53.8,53.8,8.6,2,10.0,1,4.8,1,0,21.3,3.34,6,0.0,0.0,50.8
Chubba Purdy,122412,QB,NEVADA,4,2.81,13,84.6,91.7,11.4,1,7.1,1,7.1,0,1,6.6,1.91,1,0.0,0.0,139.7,12,58.3,58.3,7.1,0,0.0,0,0.0,1,0,11.3,3.6,8,25.0,13.3,45.5
AJ Bianco,158232,QB,NEVADA,3,3.28,11,72.7,72.7,5.5,1,7.7,1,7.7,0,1,11.0,2.0,0,,0.0,115.7,13,61.5,66.7,8.7,0,0.0,1,5.9,0,0,13.1,4.11,7,28.6,11.8,89.6
Ty Simpson,157008,QB,ALABAMA,4,2.69,15,73.3,86.7,5.9,0,0.0,0,0.0,0,0,3.4,1.69,1,100.0,6.3,87.9,10,30.0,50.0,7.8,1,10.0,0,0.0,0,0,22.6,4.15,6,0.0,0.0,59.6
EJ Caminong,188167,QB,CAL,1,2.72,13,30.8,36.4,1.5,0,0.0,0,0.0,0,0,5.3,1.89,0,,0.0,40.2,6,33.3,40.0,6.2,1,16.7,2,15.4,0,0,12.4,3.75,7,28.6,15.4,55.6
Jake Corkren,194516,QB,UVAWIS,1,2.14,18,44.4,52.9,3.3,0,0.0,1,5.0,1,0,6.5,1.81,8,25.0,10.0,29.6,6,0.0,25.0,0.0,0,0.0,0,0.0,0,0,7.8,3.07,4,25.0,14.3,39.6
Dylan Ramirez,166206,QB,N GREENVLE,1,3.27,10,40.0,70.0,3.2,0,0.0,0,0.0,0,0,2.5,1.79,2,0.0,0.0,48.8,7,42.9,66.7,5.9,1,12.5,0,0.0,0,0,7.3,4.15,10,20.0,11.8,62.2
DJ Stevenson,197564,QB,ARKAPB,4,3.01,9,44.4,66.7,5.4,1,11.1,0,0.0,1,0,9.3,1.92,2,0.0,0.0,22.2,9,66.7,66.7,6.3,0,0.0,1,5.3,0,1,18.4,3.56,11,27.3,16.7,121.1
Chance Wilson,170708,QB,MONTANA ST,8,3.04,7,28.6,42.9,6.3,0,0.0,0,0.0,0,0,11.3,2.04,0,,0.0,53.3,16,50.0,60.0,6.1,2,11.8,0,0.0,0,0,12.1,3.4,11,0.0,0.0,69.0
EJ Colson,190335,QB,UCF,2,3.57,6,66.7,66.7,3.8,0,0.0,0,0.0,0,0,8.8,1.94,1,100.0,14.3,73.6,10,50.0,60.0,4.1,0,0.0,1,4.8,1,1,10.2,4.17,11,36.4,21.1,54.6
Tyler Strickland,197556,QB,ARKBC,1,2.51,15,53.3,53.3,3.8,0,0.0,5,33.3,2,0,8.0,1.83,3,0.0,0.0,22.8,7,42.9,66.7,3.6,0,0.0,2,16.7,2,0,15.3,3.43,9,11.1,9.1,13.1
Lucas Coley,146625,QB,PRVIEW A&M,1,2.86,13,46.2,66.7,5.8,0,0.0,0,0.0,0,0,6.4,1.87,2,0.0,0.0,64.9,7,14.3,50.0,3.3,2,25.0,1,7.1,0,0,21.5,3.85,6,66.7,30.8,40.8
Raheem Vance,196987,QB,VA LYNCHBU,3,2.98,11,100.0,100.0,2.1,0,0.0,0,0.0,0,0,0.5,1.57,2,50.0,8.3,79.2,5,40.0,50.0,0.4,0,0.0,2,14.3,0,0,4.0,4.2,8,62.5,35.7,47.9
Ryan Burger,157544,QB,LIBERTY,5,3.37,10,50.0,55.6,3.0,0,0.0,0,0.0,0,0,4.7,1.87,2,0.0,0.0,56.3,9,33.3,57.1,6.4,1,10.0,1,5.9,0,0,12.9,4.31,11,27.3,18.8,56.7
Emory Williams,170099,QB,MIAMI FL,2,2.38,15,73.3,85.7,6.1,0,0.0,1,6.7,0,0,2.7,1.72,0,,0.0,88.8,11,45.5,75.0,8.6,2,18.2,0,0.0,1,1,19.0,3.27,4,0.0,0.0,68.4
Dominique Anthony,145350,QB,MORGAN ST,4,2.38,16,68.8,73.3,7.1,0,0.0,3,16.7,3,1,6.0,1.78,0,,0.0,70.3,6,66.7,66.7,9.3,0,0.0,0,0.0,0,0,7.5,3.34,6,0.0,0.0,96.5
Jett Engle,196648,QB,KYCRST,1,2.08,19,57.9,64.7,4.5,0,0.0,2,10.5,3,1,7.2,1.78,3,0.0,0.0,46.9,3,66.7,66.7,5.7,0,0.0,1,16.7,1,0,13.3,3.02,5,40.0,33.3,41.7
Devin Brown,156479,QB,OHIO STATE,6,2.84,14,57.1,64.3,4.8,0,0.0,0,0.0,0,1,4.6,1.86,1,0.0,0.0,93.5,6,50.0,50.0,7.8,0,0.0,0,0.0,0,0,14.7,4.09,4,50.0,18.2,76.4
Khalib Johnson,156331,QB,KENNESAW,3,3.17,6,66.7,83.3,6.2,0,0.0,0,0.0,0,0,8.0,2.07,1,0.0,0.0,83.3,16,12.5,18.8,1.3,1,6.3,5,26.3,3,0,18.2,3.52,8,25.0,10.5,0.0
Joshua Jones,177098,QB,NC CENT,4,2.89,11,90.9,90.9,11.8,0,0.0,0,0.0,0,2,8.7,1.71,1,100.0,8.3,155.5,9,77.8,77.8,13.7,2,18.2,2,13.3,2,0,13.4,3.98,9,11.1,7.7,79.2
Anthony Santino,154528,QB,ST ANSELM,1,2.47,14,71.4,78.6,3.7,0,0.0,0,0.0,0,0,1.6,1.78,3,33.3,6.7,77.1,6,33.3,75.0,2.8,0,0.0,0,0.0,0,0,7.0,3.51,7,28.6,20.0,42.4
Nico Cleaves,182849,QB,VA LYNCHBU,2,2.99,10,30.0,40.0,0.3,0,0.0,1,9.1,0,0,10.3,1.77,2,50.0,9.1,39.6,5,40.0,50.0,9.2,0,0.0,0,0.0,0,0,25.0,4.36,11,36.4,33.3,73.8
Max Johnson,124099,QB,N CAROLINA,1,2.68,14,71.4,78.6,4.4,0,0.0,0,0.0,0,0,1.4,1.83,1,0.0,0.0,79.8,5,40.0,50.0,2.0,0,0.0,1,7.7,1,0,14.8,3.86,7,28.6,20.0,8.3
Henry Hesson,145798,QB,MIAMI OH,5,3.3,9,33.3,37.5,4.7,0,0.0,1,10.0,0,0,11.3,2.16,2,0.0,0.0,49.3,8,50.0,57.1,6.4,0,0.0,0,0.0,0,1,11.4,3.99,8,25.0,13.3,109.9
Eian Roudebush,195574,QB,HA,1,3.1,8,62.5,83.3,-0.9,0,0.0,0,0.0,0,0,-1.8,1.66,1,0.0,0.0,66.7,12,50.0,54.5,4.5,0,0.0,0,0.0,0,0,11.0,3.82,11,18.2,12.5,62.5
Mikal Davis,192780,QB,DELWARE ST,1,2.83,7,57.1,57.1,4.0,0,0.0,1,14.3,0,0,3.6,1.81,3,0.0,0.0,66.4,11,27.3,33.3,2.9,0,0.0,2,11.8,1,1,14.1,3.25,9,55.6,29.4,32.0
Billy Atkins,148354,QB,JAMES MAD,2,2.54,15,73.3,93.3,5.9,1,6.7,0,0.0,0,1,8.3,1.87,3,0.0,0.0,109.9,9,55.6,62.5,10.3,1,11.1,0,0.0,0,0,20.0,3.66,1,0.0,0.0,91.4
Justin Lewis,142529,QB,MERRIMACK,2,2.57,16,81.3,87.5,5.8,1,5.9,0,0.0,1,0,4.1,1.87,2,0.0,0.0,64.6,3,33.3,66.7,23.7,1,33.3,1,14.3,1,1,22.7,4.17,4,25.0,14.3,81.9
Logan Smothers,129713,QB,JVILLE ST,2,2.39,16,62.5,68.8,4.8,0,0.0,0,0.0,0,0,5.5,1.7,0,,0.0,74.0,3,33.3,50.0,15.7,0,0.0,1,14.3,0,0,25.5,3.97,5,40.0,28.6,81.9
Matt Vezza,176960,QB,NEW HAMP,3,2.92,11,90.9,90.9,9.7,1,8.3,0,0.0,0,1,8.5,1.92,1,100.0,8.3,137.5,7,57.1,66.7,4.1,0,0.0,0,0.0,0,0,4.5,4.01,7,14.3,9.1,67.0
Lucas Razore,191407,QB,CAL POLY,1,2.86,10,40.0,40.0,3.6,0,0.0,0,0.0,0,0,10.3,1.95,5,20.0,9.1,50.4,9,22.2,25.0,10.4,1,11.1,0,0.0,0,1,23.3,3.69,8,25.0,16.7,107.6
Nathan Hayes,162204,QB,N DAK ST,3,3.01,11,72.7,81.8,10.6,1,9.1,0,0.0,0,3,7.6,1.85,1,0.0,0.0,146.6,8,50.0,62.5,12.1,1,11.1,0,0.0,0,0,15.5,4.08,4,25.0,8.3,94.3
Deuce Hogan,129470,QB,NEW MEX ST,2,3.19,9,44.4,62.5,2.0,1,10.0,0,0.0,1,0,10.5,1.81,3,0.0,0.0,12.0,10,20.0,42.9,1.3,0,0.0,1,7.1,1,0,15.6,4.15,5,40.0,15.4,0.0
Zolten Osborne,178620,QB,CHARLES SO,1,2.46,10,70.0,70.0,5.2,0,0.0,0,0.0,0,0,6.0,1.84,2,50.0,9.1,82.1,9,33.3,42.9,3.2,0,0.0,2,18.2,2,0,12.7,3.08,7,28.6,18.2,3.7
Quinton Pulley,195836,QB,WV WESLEY,1,1.97,17,47.1,56.3,4.2,0,0.0,2,11.8,1,0,3.1,1.79,6,0.0,0.0,34.4,4,25.0,33.3,3.3,0,0.0,1,25.0,1,0,14.7,2.75,1,0.0,0.0,1.0
Jordan Cooke,175116,QB,IDAHO ST,1,2.67,12,58.3,63.6,4.7,0,0.0,1,7.7,0,0,9.9,1.95,2,0.0,0.0,70.1,8,25.0,28.6,1.9,0,0.0,1,10.0,1,0,11.9,3.62,7,14.3,11.1,0.0
Blainey Dowling,177528,QB,E ILLINOIS,3,2.43,13,53.8,53.8,3.5,0,0.0,2,15.4,1,0,3.2,1.85,3,0.0,0.0,29.3,4,50.0,100.0,8.0,0,0.0,0,0.0,0,0,15.0,3.87,5,40.0,28.6,77.1
Isaiah Freeman,167256,QB,LINCOLN,1,3.39,9,55.6,55.6,2.9,0,0.0,0,0.0,0,0,7.9,1.8,1,0.0,0.0,60.9,4,25.0,50.0,3.3,0,0.0,1,8.3,0,0,17.0,4.58,7,28.6,16.7,40.6
Logan Brabham,149647,QB,MARIST,6,2.92,11,63.6,70.0,5.7,0,0.0,1,7.7,0,0,6.0,1.95,3,66.7,15.4,79.0,5,40.0,60.0,2.6,0,0.0,1,12.5,1,0,5.0,4.51,4,0.0,0.0,8.3
William Haskell,146153,QB,PORTLAND,4,2.01,17,64.7,64.7,4.0,0,0.0,1,4.8,1,2,6.5,1.83,2,50.0,5.6,87.4,2,50.0,100.0,6.5,0,0.0,0,0.0,0,0,13.0,3.1,1,0.0,0.0,70.8
Nathan Payne,152904,QB,WV WESLEY,1,2.35,13,69.2,76.9,3.5,0,0.0,0,0.0,0,0,1.2,1.85,4,0.0,0.0,74.5,6,33.3,66.7,2.2,0,0.0,0,0.0,0,0,14.0,3.27,4,0.0,0.0,42.4
Heinrich Haarberg,144993,QB,NEBRASKA,5,2.81,9,77.8,77.8,4.6,0,0.0,0,0.0,0,0,4.0,1.88,1,0.0,0.0,85.6,9,33.3,33.3,6.7,0,0.0,1,8.3,1,0,18.9,3.57,4,25.0,9.1,18.1
Thomas Scholten,194720,QB,SDAU,1,2.4,11,63.6,72.7,2.7,0,0.0,0,0.0,0,0,3.7,1.76,0,,0.0,67.6,6,66.7,66.7,5.0,0,0.0,0,0.0,1,0,5.8,3.17,3,66.7,22.2,38.9
Blake Ellingson,149550,QB,DRAKE,11,2.58,10,70.0,88.9,3.8,0,0.0,0,0.0,0,1,-2.2,1.27,1,0.0,0.0,109.6,5,60.0,60.0,4.8,0,0.0,1,8.3,1,0,12.8,4.03,6,33.3,22.2,32.5
Joshua Brown,181411,QB,SHORTER,1,3.37,6,66.7,66.7,4.2,0,0.0,0,0.0,0,1,5.2,2.23,2,0.0,0.0,114.6,7,42.9,66.7,7.3,1,14.3,0,0.0,0,0,21.5,3.9,7,28.6,15.4,68.2
Malachi Nelson,174203,QB,BOISE ST,3,2.38,10,70.0,80.0,8.4,0,0.0,0,0.0,1,0,4.9,1.79,1,0.0,0.0,55.8,7,71.4,71.4,6.3,1,12.5,0,0.0,0,0,8.6,3.03,2,100.0,22.2,87.8
NyJal Johnson,196133,QB,LANECOL,1,2.84,8,37.5,50.0,-0.1,0,0.0,1,12.5,1,0,3.0,2.01,2,0.0,0.0,6.3,5,0.0,20.0,0.0,0,0.0,2,16.7,1,0,14.6,3.44,7,57.1,36.4,0.0
Jadon Adams,181307,QB,SVANNAH ST,1,2.9,9,66.7,75.0,1.2,0,0.0,0,0.0,0,0,-2.6,1.63,1,0.0,0.0,70.1,5,0.0,0.0,0.0,0,0.0,0,0.0,0,0,14.5,4.04,7,14.3,10.0,39.6
Evan Bearth,194641,QB,SDAU,1,2.79,7,71.4,71.4,5.1,0,0.0,1,14.3,0,0,5.4,1.89,1,0.0,0.0,83.0,11,27.3,40.0,5.1,0,0.0,1,7.1,0,0,8.9,3.32,8,12.5,8.3,48.3
Julian Dugger,183269,QB,PITTSBURGH,1,3.33,6,50.0,50.0,3.0,0,0.0,1,16.7,1,0,1.5,1.58,2,0.0,0.0,16.7,7,57.1,83.3,7.7,1,10.0,1,5.9,0,2,17.2,4.14,7,42.9,23.1,121.4
Angel Flores,164493,QB,N ARIZONA,3,2.55,9,77.8,77.8,5.8,1,11.1,0,0.0,0,2,4.6,1.97,1,100.0,10.0,130.3,7,71.4,83.3,22.0,2,25.0,1,9.1,0,1,26.0,3.2,5,20.0,11.1,153.3
Josh Johnson,186429,QB,AIR FORCE,5,3.26,8,25.0,50.0,1.4,0,0.0,1,12.5,1,0,13.8,1.93,1,0.0,0.0,0.0,6,66.7,66.7,19.2,2,28.6,2,16.7,2,1,27.8,4.23,9,11.1,9.1,109.7
Luke MacPhail,123046,QB,UTAHTC,3,2.67,10,50.0,62.5,5.2,0,0.0,1,9.1,1,0,6.0,1.89,1,100.0,9.1,25.8,4,0.0,33.3,0.0,0,0.0,0,0.0,0,0,17.0,3.89,3,33.3,14.3,39.6
Dewayne Coleman,163179,QB,ARMY,6,2.74,7,71.4,71.4,4.0,0,0.0,0,0.0,0,0,6.9,2.0,0,,0.0,78.3,9,66.7,66.7,10.3,1,9.1,0,0.0,0,1,13.3,3.21,9,22.2,18.2,137.7
Noah Kimble,196568,QB,BSU,1,2.92,8,37.5,62.5,1.8,0,0.0,0,0.0,0,0,6.1,2.09,2,0.0,0.0,45.8,10,50.0,60.0,6.0,0,0.0,1,9.1,1,0,14.3,3.59,1,0.0,0.0,29.2
Jordan McCarty,180205,QB,W OREGON,2,2.96,10,50.0,50.0,5.8,1,10.0,0,0.0,0,0,14.4,1.8,0,,0.0,67.9,5,0.0,0.0,0.0,0,0.0,0,0.0,0,0,23.3,4.41,5,20.0,12.5,39.6
Brad Jackson,184354,QB,TEXAS ST,2,2.5,11,63.6,77.8,8.2,0,0.0,0,0.0,0,1,2.9,1.79,4,0.0,0.0,119.5,4,25.0,25.0,7.0,0,0.0,1,14.3,0,0,17.3,3.61,2,0.0,0.0,56.3
Tanner Maddocks,160443,QB,VILLANOVA,3,3.47,8,62.5,62.5,5.5,0,0.0,0,0.0,0,0,8.0,2.05,0,,0.0,77.1,6,50.0,60.0,11.3,1,14.3,1,9.1,0,0,20.4,4.73,4,50.0,22.2,91.0
Israel Carter,175310,QB,USF,3,2.99,7,71.4,83.3,7.1,0,0.0,0,0.0,0,1,6.7,1.96,1,0.0,0.0,131.0,6,83.3,83.3,25.5,1,14.3,0,0.0,0,3,21.0,3.71,6,0.0,0.0,158.3
Cole Payton,148154,QB,N DAK ST,7,2.44,9,66.7,75.0,8.9,0,0.0,0,0.0,0,1,9.1,1.98,1,0.0,0.0,131.7,7,57.1,66.7,6.4,1,14.3,1,12.5,1,1,17.0,2.96,2,50.0,12.5,76.5
Coulter Cleland,165212,QB,DAVIDSON,1,2.42,9,88.9,100.0,11.2,0,0.0,0,0.0,0,0,6.3,1.52,0,,0.0,113.4,3,33.3,50.0,1.0,0,0.0,1,12.5,1,0,6.5,3.43,5,40.0,25.0,2.8
Jonah O'Brien,104758,QB,ALABAMA ST,1,3.55,7,42.9,42.9,1.0,0,0.0,1,12.5,1,0,5.7,2.04,2,0.0,0.0,10.7,4,50.0,50.0,13.5,1,25.0,1,10.0,1,0,21.5,4.6,7,57.1,40.0,56.3
Ryan Hilinski,71295,QB,NWESTERN,3,2.3,10,60.0,70.0,7.6,1,9.1,0,0.0,0,0,9.7,1.88,1,0.0,0.0,83.8,6,50.0,75.0,7.5,0,0.0,2,33.3,1,0,19.3,3.0,3,0.0,0.0,35.4
Anthony Harris,142285,QB,MAINE,4,2.36,10,50.0,50.0,1.8,0,0.0,1,7.7,0,0,6.3,1.63,2,0.0,0.0,56.3,2,50.0,100.0,3.5,0,0.0,1,16.7,0,0,7.0,4.3,4,25.0,20.0,58.3
Micah Bowens,73910,QB,BETH COOK,4,2.63,6,50.0,60.0,0.5,0,0.0,1,14.3,0,0,1.2,1.91,4,25.0,14.3,56.3,6,16.7,20.0,-0.2,0,0.0,1,9.1,1,0,12.6,3.18,4,0.0,0.0,0.0
Austin Myers,164221,QB,CENT ARK,2,3.25,3,100.0,100.0,1.7,0,0.0,0,0.0,0,0,0.3,1.9,1,0.0,0.0,79.2,12,50.0,63.6,8.1,0,0.0,2,13.3,1,1,14.9,3.56,0,,0.0,70.5
Amari Jones,156543,QB,FIU,3,2.9,8,75.0,75.0,11.9,1,12.5,1,11.1,1,1,6.4,1.96,4,25.0,11.1,114.1,4,25.0,33.3,1.0,0,0.0,0,0.0,0,0,8.0,4.11,2,0.0,0.0,39.6
Michael Merdinger,183334,QB,N CAROLINA,1,2.97,7,71.4,71.4,4.7,0,0.0,0,0.0,1,0,3.6,1.84,1,0.0,0.0,41.7,5,80.0,80.0,10.6,0,0.0,1,10.0,0,0,12.8,3.84,7,57.1,44.4,110.8
Lucian Anderson III,173364,QB,BOWL GREEN,4,3.25,5,60.0,75.0,3.0,0,0.0,0,0.0,0,1,3.0,2.1,1,0.0,0.0,104.2,7,28.6,42.9,2.4,0,0.0,0,0.0,1,0,9.0,3.77,6,33.3,18.2,0.0
Jackson Sharman,178252,QB,IDAHO ST,3,2.26,10,50.0,50.0,7.1,0,0.0,1,10.0,1,0,6.6,1.86,1,0.0,0.0,33.8,5,20.0,25.0,0.6,0,0.0,1,20.0,1,0,15.0,3.06,3,0.0,0.0,0.0
DC Tabscott,147020,QB,N ALABAMA,1,2.35,11,45.5,45.5,12.9,2,16.7,1,7.7,2,2,9.7,1.97,4,25.0,8.3,92.0,2,50.0,100.0,2.5,0,0.0,0,0.0,0,0,-5.0,3.9,2,0.0,0.0,56.3
Julian Calvez,167101,QB,TENN MARTN,5,2.83,8,62.5,62.5,5.8,0,0.0,0,0.0,0,0,2.8,1.7,0,,0.0,78.1,3,0.0,0.0,0.0,0,0.0,0,0.0,0,0,11.3,4.11,4,25.0,14.3,39.6
Keith Moore,167622,QB,ED WATERS,1,2.17,11,63.6,70.0,4.8,0,0.0,1,8.3,1,0,3.1,1.83,0,,0.0,37.3,3,33.3,33.3,4.0,0,0.0,1,20.0,1,0,6.0,3.13,1,0.0,0.0,6.9
Zy McDonald,147137,QB,JACKSON ST,3,2.63,8,50.0,62.5,9.4,1,11.1,0,0.0,1,1,16.4,1.85,3,0.0,0.0,82.8,4,75.0,75.0,8.5,0,0.0,0,0.0,0,1,3.3,3.51,4,25.0,14.3,139.6
Cardell Williams,156190,QB,TULSA,5,2.89,3,100.0,100.0,4.3,0,0.0,0,0.0,0,0,2.0,1.7,0,,0.0,84.7,8,25.0,33.3,3.0,0,0.0,0,0.0,0,0,17.2,3.48,6,16.7,9.1,39.6
Logan Howard,193465,QB,AVEMAR,2,2.62,8,75.0,87.5,5.4,0,0.0,0,0.0,0,0,4.9,1.73,0,,0.0,87.0,5,80.0,80.0,9.4,0,0.0,0,0.0,0,1,5.6,3.64,4,25.0,14.3,145.4
Jeremiah Salem,157478,QB,E MICHIGAN,3,2.69,7,85.7,85.7,5.4,0,0.0,0,0.0,0,0,3.7,1.73,0,,0.0,89.3,5,60.0,60.0,18.0,0,0.0,1,11.1,1,1,8.2,3.53,5,40.0,25.0,104.2
Carter Hensley,177527,QB,SE MO ST,1,2.27,10,80.0,80.0,7.0,0,0.0,1,8.3,0,0,4.4,1.89,3,0.0,0.0,95.8,4,50.0,75.0,7.5,1,20.0,0,0.0,0,0,17.8,3.04,1,100.0,20.0,75.0
Amir Cameron,196530,QB,BSU,1,3.89,2,50.0,50.0,3.0,0,0.0,0,0.0,0,0,7.5,2.25,0,,0.0,56.3,6,16.7,20.0,1.3,0,0.0,0,0.0,0,0,22.2,4.16,9,33.3,25.0,39.6
Ken Seals,124359,QB,TCU,5,2.01,11,81.8,100.0,7.6,0,0.0,0,0.0,0,1,0.1,1.55,1,0.0,0.0,128.8,2,50.0,100.0,6.5,0,0.0,0,0.0,0,0,-1.0,3.7,2,0.0,0.0,70.8
Ui Ale,173036,QB,HOUSTON,2,2.33,9,77.8,77.8,8.6,0,0.0,0,0.0,0,1,5.9,1.78,0,,0.0,139.4,4,75.0,100.0,8.8,0,0.0,0,0.0,0,0,10.3,3.32,3,33.3,20.0,101.0
Jon Bell,148223,QB,S DAK ST,7,1.92,12,50.0,58.3,7.6,1,7.1,0,0.0,0,1,9.8,1.76,3,0.0,0.0,103.1,2,50.0,50.0,2.5,0,0.0,0,0.0,0,0,3.0,2.9,1,0.0,0.0,56.3
Daniel Britt,143736,QB,NSU,1,2.91,9,66.7,77.8,3.9,0,0.0,1,11.1,1,0,4.4,1.9,1,0.0,0.0,34.3,2,100.0,100.0,12.5,0,0.0,0,0.0,0,0,9.0,4.74,4,25.0,20.0,118.8
Ryan Boe,190878,QB,NWESTERN,1,2.79,4,50.0,50.0,3.3,0,0.0,1,25.0,1,0,7.5,2.0,0,,0.0,17.7,9,22.2,33.3,3.2,0,0.0,1,10.0,0,0,13.8,3.11,6,16.7,10.0,40.5
LJ Phillips Jr.,149465,QB,DAVIDSON,3,2.2,9,66.7,77.8,6.1,0,0.0,1,11.1,1,1,4.8,1.43,1,0.0,0.0,80.6,2,0.0,100.0,0.0,0,0.0,1,20.0,0,0,-10.0,3.58,3,33.3,20.0,39.6
Chayden Peery,143925,QB,FIU,1,2.81,8,75.0,75.0,5.9,1,12.5,0,0.0,0,1,6.0,1.89,3,33.3,11.1,128.6,4,25.0,50.0,2.8,0,0.0,0,0.0,0,0,11.5,4.48,4,0.0,0.0,39.6
Connor Moberly,184835,QB,IOWA STATE,2,2.42,6,66.7,66.7,7.0,0,0.0,0,0.0,0,0,12.2,2.0,2,50.0,14.3,86.8,4,25.0,50.0,1.8,0,0.0,0,0.0,1,0,4.8,3.32,0,,0.0,0.0
Julian Sayin,183708,QB,OHIO STATE,4,2.66,8,37.5,37.5,2.9,0,0.0,0,0.0,0,0,10.9,2.05,1,0.0,0.0,45.8,4,50.0,100.0,15.3,0,0.0,0,0.0,0,1,8.3,3.48,1,0.0,0.0,135.4
Jaden Pete,192455,QB,TARLETON,2,2.47,4,0.0,33.3,0.0,0,0.0,1,25.0,1,0,5.7,1.95,1,0.0,0.0,0.0,6,16.7,16.7,0.7,0,0.0,1,10.0,0,0,14.7,2.7,3,100.0,33.3,39.6
James Hayes,186082,QB,ALABAMA ST,1,3.01,5,80.0,80.0,16.0,1,20.0,0,0.0,0,2,10.2,2.1,0,,0.0,158.3,6,16.7,80.0,1.3,1,14.3,0,0.0,1,0,17.6,3.58,2,50.0,12.5,0.0
Braden Bohannon,160367,QB,KENNESAW,1,2.55,4,75.0,75.0,4.5,0,0.0,0,0.0,0,0,4.3,2.05,0,,0.0,83.3,7,28.6,50.0,4.7,0,0.0,1,12.5,0,0,14.5,3.11,2,0.0,0.0,46.7
Roland Harvey,196837,QB,NAUSTA,1,2.65,6,50.0,50.0,1.0,0,0.0,0,0.0,0,0,9.7,1.75,0,,0.0,56.3,6,16.7,50.0,0.5,0,0.0,2,28.6,1,0,14.0,3.43,5,0.0,0.0,0.0
Jack Stevens,185814,QB,WAGNER,3,2.44,8,62.5,85.7,6.4,0,0.0,0,0.0,0,0,8.4,1.8,2,0.0,0.0,80.7,1,100.0,100.0,17.0,0,0.0,0,0.0,0,0,13.0,3.46,3,100.0,60.0,118.8
Javion Martin,189270,QB,NC CENT,3,2.43,4,25.0,25.0,-0.3,0,0.0,1,20.0,1,0,6.8,1.86,1,100.0,20.0,0.0,6,33.3,60.0,11.2,0,0.0,0,0.0,0,1,19.0,2.83,3,0.0,0.0,116.0
Roman Gagliano,183961,QB,MIDDLE TN,2,2.52,7,42.9,57.1,-0.4,1,14.3,1,14.3,0,0,5.3,1.83,0,,0.0,50.3,3,66.7,66.7,15.0,0,0.0,0,0.0,0,0,7.0,3.48,2,50.0,20.0,109.7
Will Perry,184159,QB,UMASS,1,2.68,8,50.0,71.4,5.8,0,0.0,0,0.0,0,0,11.3,2.03,0,,0.0,67.7,3,100.0,100.0,8.7,0,0.0,0,0.0,0,1,8.0,4.0,4,0.0,0.0,142.4
Jesper Korkalainen,182794,QB,NAUSTA,1,1.9,11,63.6,63.6,3.3,0,0.0,0,0.0,0,0,2.2,1.56,2,0.0,0.0,68.8,0,,,,0,,0,0.0,0,0,,5.6,1,0.0,0.0,0.0
Ahmad Haston,173396,QB,UMASS,3,2.64,6,83.3,83.3,4.0,0,0.0,0,0.0,0,0,3.2,1.88,1,0.0,0.0,83.3,3,100.0,100.0,5.0,0,0.0,0,0.0,0,0,4.7,3.4,1,0.0,0.0,87.5
Andrew Body,155202,QB,ALABAMA ST,1,2.59,5,60.0,60.0,2.6,0,0.0,0,0.0,0,0,0.0,1.5,1,0.0,0.0,64.6,1,100.0,100.0,14.0,0,0.0,0,0.0,0,0,11.0,3.37,4,25.0,14.3,118.8
Jake Merklinger,184888,QB,TENNESSEE,2,2.93,5,80.0,100.0,6.2,0,0.0,0,0.0,0,0,4.6,1.86,1,0.0,0.0,92.5,4,50.0,66.7,4.3,0,0.0,0,0.0,0,0,4.7,3.69,4,50.0,28.6,61.5
Mason Garcia,123811,QB,AUSTINPEAY,1,3.07,5,60.0,80.0,3.8,0,0.0,0,0.0,0,0,4.2,1.86,2,0.0,0.0,67.9,3,0.0,50.0,0.0,0,0.0,0,0.0,0,0,9.5,3.93,6,50.0,42.9,39.6
Drake Davis,82131,QB,QUINCY,1,1.89,8,75.0,85.7,2.0,0,0.0,0,0.0,0,0,-0.9,1.66,0,,0.0,77.1,1,100.0,100.0,1.0,0,0.0,0,0.0,0,0,1.0,3.13,2,50.0,33.3,79.2
